birth,death,center_index,dimension
0.6247276936699556,0.6314980070699443,158,0
0.3667986542827859,0.7586519487886444,158,0
0.6894756796853562,0.7586519487886444,158,1
0.624977886039654,0.6318351890618789,159,0
0.3664801045186656,0.7586519487886444,159,0
0.6894046389051611,0.7586519487886444,159,1
0.6252202005600793,0.6321698399447873,160,0
0.3661659735006049,0.7586519487886444,160,0
0.6893233386825863,0.7586519487886444,160,1
0.6254543559215456,0.6325016337369099,161,0
0.36585658301543106,0.7586519487886444,161,0
0.6892318590928584,0.7586519487886444,161,1
0.6256800144147893,0.6328302477477155,162,0
0.36555225081440246,0.7586519487886444,162,0
0.6891302710190679,0.7586519487886444,162,1
0.625896920397009,0.6331553628766275,163,0
0.36525329025156267,0.7586519487886444,163,0
0.689018678057039,0.7586519487886444,163,1
0.6261049018508867,0.6334766639065388,164,0
0.3649600099236464,0.7586519487886444,164,0
0.6888971731007806,0.7586519487886444,164,1
0.6263037195177649,0.633793839791914,165,0
0.36467064204708516,0.7586519487886444,165,0
0.6887658636350584,0.7586519487886444,165,1
0.6264931453913654,0.6341065839412949,166,0
0.36438672272923417,0.7586519487886444,166,0
0.6886248859033183,0.7586519487886444,166,1
0.6266729629089206,0.634414594494028,167,0
0.3641092447186576,0.7586519487886444,167,0
0.6884743269879646,0.7586519487886444,167,1
0.6268429671308402,0.6347175745910495,168,0
0.36383849689816705,0.7586519487886444,168,0
0.6883143923236166,0.7586519487886444,168,1
0.6270029649089015,0.6350152326395683,169,0
0.3635747617921612,0.7586519487886444,169,0
0.6881451197245942,0.7586519487886444,169,1
0.6271527750429513,0.6353072825715009,170,0
0.3633183152253581,0.7586519487886444,170,0
0.6879668140698324,0.7586519487886444,170,1
0.6272922024561931,0.6355934440955157,171,0
0.36306942598685454,0.7586519487886444,171,0
0.6877794305653226,0.7586519487886444,171,1
0.6274211200476029,0.6358734429425607,172,0
0.36282835550010983,0.7586519487886444,172,0
0.6875834080925842,0.7586519487886444,172,1
0.6275393873042425,0.6361470111047473,173,0
0.36259535749946464,0.7586519487886444,173,0
0.6873786573107609,0.7586519487886444,173,1
0.6276468713135295,0.6364138870674829,174,0
0.3623706777137938,0.7586519487886444,174,0
0.6871655625614759,0.7586519487886444,174,1
0.6277434517250172,0.6366738160347404,175,0
0.36215455355790205,0.7586519487886444,175,0
0.6869442057515769,0.7586519487886444,175,1
0.6278290208388156,0.6369265501473704,176,0
0.3619472138322584,0.7586519487886444,176,0
0.6867147923916411,0.7586519487886444,176,1
0.6279034836825625,0.6371718486943628,177,0
0.36174887843166575,0.7586519487886444,177,0
0.6864776451102153,0.7586519487886444,177,1
0.6279667580769677,0.6374094783169743,178,0
0.36155975806344903,0.7586519487886444,178,0
